title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year,runtime_for_plot,rounded_averages
Under the Same Moon,False,['Drama'],es,18.487,106,7.713,218,"['Kate del Castillo', 'Adrian Alonso', 'Eugenio Derbez', 'America Ferrera']",Unknown,['woman director'],2008,106,7.7
Demetrius and the Gladiators,False,"['Adventure', 'History']",en,18.484,101,6.742,60,"['Victor Mature', 'Susan Hayward', 'Michael Rennie', 'Debra Paget']",Unknown,"['ancient rome', 'sequel', '1st century', 'caligula']",1954,101,6.7
La Dolce Vita,False,"['Comedy', 'Drama']",it,18.483,176,8.121,1727,"['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux']",Unknown,"['dying and death', 'sea', 'newspaper', 'lovesickness', 'sunrise', 'unsociability', 'rome, italy', 'photographer', 'loss of loved one', 'sadness', 'night life', 'fountain', 'cowardliness', 'ghost']",1960,176,8.1
Erotic Ghost Story III,False,"['Horror', 'Drama', 'Fantasy']",cn,18.481,94,5.4,10,"['Pauline Chan', 'Cheung Ging-Fa', 'Shing Fui-On', 'Noel Chik King-Man']",Unknown,[],1992,94,5.4
The Fox,False,"['Drama', 'War', 'History']",de,18.48,118,7.4,9,"['Simon Morzé', 'Karl Markovics', 'Pit Bukowski', 'Karola  Niederhuber']",Unknown,[],2023,118,7.4
Sinister 2,False,['Horror'],en,18.48,97,5.885,2020,"['James Ransone', 'Shannyn Sossamon', 'Robert Daniel Sloan', 'Dartanian Sloan']",Unknown,"['nightmare', 'police', 'investigation', 'supernatural', 'haunted house', 'snuff', 'deputy', 'sequel', 'evil spirit', 'murder', 'private investigator', 'disappearance', 'investigator', 'twins', 'killer', 'evil', 'ritual murder', 'ghost', 'mysterious killer', 'evil child', 'isolated farmhouse', 'cold case', 'supernatural power', 'rural']",2015,97,5.9
The First Great Train Robbery,False,"['Thriller', 'Adventure', 'Drama', 'Crime']",en,18.471,110,6.68,327,"['Sean Connery', 'Donald Sutherland', 'Lesley-Anne Down', 'Alan Webb']",Unknown,"['historical figure', 'victorian england', 'train robbery', 'strongbox', 'gold theft', 'british history', 'playing piano', 'horse carriage', '19th century']",1978,110,6.7
Trespass,False,['Thriller'],en,18.47,91,5.519,1084,"['Nicolas Cage', 'Nicole Kidman', 'Ben Mendelsohn', 'Liana Liberato']",Unknown,"['robbery', 'husband wife relationship', 'cocaine', 'knife', 'betrayal', 'home invasion', 'masked man', 'hostage situation']",2011,91,5.5
Addams Family Reunion,False,"['Comedy', 'Horror', 'Fantasy', 'Family', 'TV Movie']",en,18.47,91,4.809,254,"['Tim Curry', 'Daryl Hannah', 'Ed Begley Jr.', 'Carel Struycken']",Unknown,"['hotel', 'butler', 'family relationships', 'campy', 'addams family']",1998,91,4.8
In the Heart of the Sea,False,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",en,18.467,122,6.751,3913,"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson']",Unknown,"['sea', 'suicide', 'ship', 'ocean', 'whale', 'shipwreck', 'hunger', 'based on true story', 'survival', 'stranded', 'cannibal', 'whaling', 'death', 'new england', 'lost at sea', 'whaling ship', 'starvation', '19th century', 'whale oil', 'nantucket']",2015,122,6.8
The Substitute,False,['Action'],en,18.466,114,6.902,428,"['Tom Berenger', 'Raymond Cruz', 'Marc Anthony', 'William Forsythe']",Unknown,[],1996,114,6.9
Mother's Day,False,['Thriller'],pl,18.464,94,5.9,193,"['Agnieszka Grochowska', 'Adrian Delikta', 'Dariusz Chojnacki', 'Paulina Chruściel']",Unknown,"['nato', 'gang', 'fighting', 'child kidnapping', 'mother child separation', 'nato forces', 'mother child bond', 'gangsters', 'kidnapped', 'mother looking for child']",2023,94,5.9
Lovelace,False,['Drama'],en,18.464,92,6.037,645,"['Amanda Seyfried', 'Sharon Stone', 'Peter Sarsgaard', 'Hank Azaria']",Unknown,"['biography', 'based on true story', 'porn star', 'porn actress']",2013,92,6.0
Secret Obsession,False,"['Drama', 'Thriller']",en,18.459,97,5.481,1044,"['Brenda Song', 'Mike Vogel', 'Dennis Haysbert', 'Ashley Scott']",Unknown,[],2019,97,5.5
Soylent Green,False,"['Science Fiction', 'Thriller']",en,18.458,97,6.947,1172,"['Charlton Heston', 'Leigh Taylor-Young', 'Chuck Connors', 'Joseph Cotten']",Unknown,"['based on novel or book', 'paranoia', 'dystopia', 'overpopulation', 'cannibal']",1973,97,6.9
Crazy Love,False,"['Comedy', 'Romance', 'Drama']",cn,18.446,77,6.2,26,"['Loletta Lee', 'Terrence Fok Shui-Wa', 'Tom Poon Chun-Wai', 'San Tak-Kan']",Unknown,['三级'],1993,77,6.2
Proximity,False,"['Science Fiction', 'Drama']",en,18.44,119,6.328,227,"['Ryan Masson', 'Highdee Kuan', 'Christian Prentice', 'Nomi Abadi']",Unknown,"['nasa', 'extraterrestrial', 'scientist', 'tracking device', 'costa rica', 'secret government agency', 'fellow abductees']",2020,119,6.3
Some Kind of Beautiful,False,"['Comedy', 'Romance']",en,18.436,99,5.6,545,"['Pierce Brosnan', 'Jessica Alba', 'Salma Hayek Pinault', 'Duncan Joiner']",Unknown,"['england', 'poetry', 'beautiful woman', 'older man younger woman relationship', 'romantic literature', 'teacher student relationship', 'hotel bar', 'college student', 'half sister', 'english professor', 'sister sister relationship', 'passion and romance', 'handsome']",2015,99,5.6
Batman: Mask of the Phantasm,False,"['Action', 'Animation', 'Crime', 'Mystery', 'Drama']",en,18.436,76,7.476,1000,"['Kevin Conroy', 'Dana Delany', 'Hart Bochner', 'Stacy Keach']",Unknown,"['secret identity', 'superhero', 'cartoon', 'based on comic', 'organized crime', 'based on cartoon', 'urban setting', 'super power', 'super villain', 'neo-noir', 'action noir', 'vigilante justice', 'good versus evil']",1993,76,7.5
Legacy of Lies,False,"['Thriller', 'Action']",en,18.43,101,5.56,218,"['Scott Adkins', 'Honor Kneafsey', 'Martin McDougall', 'Yuliia Sobol']",Unknown,[],2020,101,5.6
Mars Needs Moms,False,"['Adventure', 'Animation', 'Family']",en,18.429,88,6.01,650,"['Seth Green', 'Joan Cusack', 'Dan Fogler', 'Breckin Meyer']",Unknown,"['rescue', 'alien', 'martian', 'alien abduction', 'alien invasion', ""based on children's book"", 'duringcreditsstinger']",2011,88,6.0
The Beach,False,"['Drama', 'Adventure', 'Romance', 'Thriller']",en,18.426,119,6.465,4134,"['Leonardo DiCaprio', 'Virginie Ledoyen', 'Guillaume Canet', 'Tilda Swinton']",Unknown,"['exotic island', 'beach', 'based on novel or book', 'hippie', 'map', 'commune', 'delusion', 'group dynamics', 'shark attack', 'leader', 'thailand', 'backpacker', 'community', 'marijuana', 'shark', 'extramarital affair', 'voiceover']",2000,119,6.5
Dracula: Dead and Loving It,False,"['Comedy', 'Horror']",en,18.425,88,6.056,919,"['Leslie Nielsen', 'Mel Brooks', 'Amy Yasbeck', 'Peter MacNicol']",Unknown,"['vampire', 'spoof', 'dracula']",1995,88,6.1
The Highwaymen,False,"['Crime', 'Drama', 'Thriller']",en,18.424,133,6.745,1886,"['Kevin Costner', 'Woody Harrelson', 'Kathy Bates', 'John Carroll Lynch']",Unknown,"['fbi', 'bank robber', 'texas ranger', 'based on true story', 'tracker', 'cops and robbers\xa0', 'forensic science', 'criminal gang', '1930s', 'bonnie and clyde', 'manhunt', 'legendary hero', 'retired lawman']",2019,133,6.7
Rurouni Kenshin Part II: Kyoto Inferno,False,"['Action', 'Adventure', 'Drama', 'Fantasy']",ja,18.418,138,7.641,525,"['Takeru Satoh', 'Emi Takei', 'Munetaka Aoki', 'Kaito Oyagi']",Unknown,"['japan', 'samurai', 'based on manga', 'samurai sword', 'kyoto, japan', '19th century', 'meiji period']",2014,138,7.6
Reminiscence,False,"['Mystery', 'Science Fiction']",en,18.416,116,6.636,1621,"['Hugh Jackman', 'Rebecca Ferguson', 'Thandiwe Newton', 'Cliff Curtis']",Unknown,"['miami, florida', 'drug addiction', 'new orleans, louisiana', 'flashback', 'murder', 'memory', 'woman director', 'neo-noir']",2021,116,6.6
Capernaum,False,['Drama'],ar,18.416,126,8.17,1578,"['Zain Al Rafeea', 'Yordanos Shifera', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad']",Unknown,"['child abuse', 'slum', 'refugee', 'neglect', 'child bride', 'lawsuit', 'undocumented immigrant', 'poverty', 'life in the slums', 'slum dwellers']",2018,126,8.2
Purpose of Cohabitation,False,['Romance'],ko,18.414,83,4.0,3,"['Je Dong-hwa', 'Park Ha-yan', 'Joo Ye-bin', 'Hee Jeong-I']",Unknown,['softcore'],2016,83,4.0
Last Knights,False,"['Action', 'Adventure']",en,18.414,115,6.451,1013,"['Clive Owen', 'Morgan Freeman', 'Aksel Hennie', 'Shohreh Aghdashloo']",Unknown,"['loyalty', 'emperor', 'castle', 'sword fight', 'revenge', 'honor', 'knight', 'master', 'medieval', 'warrior', 'corrupt']",2015,115,6.5
Settlers,False,"['Science Fiction', 'Thriller', 'Drama']",en,18.413,104,4.9,108,"['Sofia Boutella', 'Ismael Cruz Córdova', 'Brooklynn Prince', 'Nell Tiger Free']",Unknown,"['robot', 'mars']",2021,104,4.9
Munich: The Edge of War,False,"['Drama', 'History']",en,18.413,129,6.911,514,"['George MacKay', 'Jannis Niewöhner', 'Jeremy Irons', 'Robert Bathurst']",Unknown,[],2022,129,6.9
Talladega Nights: The Ballad of Ricky Bobby,False,['Comedy'],en,18.412,108,6.4,1567,"['Will Ferrell', 'John C. Reilly', 'Michael Clarke Duncan', 'Sacha Baron Cohen']",Unknown,"['car race', 'prayer', 'north carolina', 'family dinner', 'motorcycle', 'advertising', 'divorce', 'nascar', 'dog trainer', 'sport competition', 'psychosomatic illness', 'aftercreditsstinger', 'duringcreditsstinger']",2006,108,6.4
Space Cowboys,False,"['Action', 'Adventure', 'Thriller']",en,18.412,130,6.382,1274,"['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner']",Unknown,"['nasa', 'space travel', 'space western', 'astronaut', 'elderly']",2000,130,6.4
Cop Land,False,"['Crime', 'Drama', 'Mystery']",en,18.41,104,6.789,1451,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro']",Unknown,"['new york city', 'corruption', 'new jersey', 'police', 'handcuffs', 'fbi', 'bridge', 'car crash', 'murder', 'arson', 'organized crime', 'bad cop', 'dirty cop', 'internal affairs', 'police corruption', 'car accident', 'nypd', 'world trade center', 'neo-noir']",1997,104,6.8
White Men Can't Jump,False,"['Comedy', 'Drama']",en,18.406,101,6.5,217,"['Jack Harlow', 'Sinqua Walls', 'Laura Harrier', 'Teyana Taylor']",Unknown,['basketball'],2023,101,6.5
Last Survivors,False,['Thriller'],en,18.405,98,5.435,85,"['Drew Van Acker', 'Alicia Silverstone', 'Stephen Moyer', 'Benjamin Arthur']",Unknown,[],2021,98,5.4
Journey to the Center of the Earth,False,"['Adventure', 'Fantasy', 'Family']",en,18.404,132,7.0,423,"['Pat Boone', 'James Mason', 'Arlene Dahl', 'Diane Baker']",Unknown,"['professor', 'duck', 'expedition', 'edinburgh, scotland', 'volcano', 'giant lizard', 'iceland', 'travel', 'prehistoric creature', 'steampunk', 'dinosaur', 'center of the earth', 'lost world']",1959,132,7.0
The Circle,False,"['Drama', 'Thriller', 'Science Fiction']",en,18.403,110,5.516,4260,"['Emma Watson', 'Tom Hanks', 'John Boyega', 'Karen Gillan']",Unknown,"['technology', 'video surveillance', 'criminal', 'technicians', 'tech company']",2017,110,5.5
80 for Brady,False,"['Comedy', 'Drama']",en,18.402,98,6.6,121,"['Lily Tomlin', 'Jane Fonda', 'Rita Moreno', 'Sally Field']",Unknown,"['new york city', 'american football', 'hallucination', 'female friendship', 'based on true story', 'cannabis', 'houston', 'group of friends', 'vanity project', 'buddy comedy', 'erotic novel', 'ticket scalping', 'female buddy', 'chemotherapy', 'super bowl', 'cancer survivor', 'elderly lady', 'fanfic', 'control room', 'chicken wing', 'cbd gummy']",2023,98,6.6
S.W.A.T.: Under Siege,False,"['Action', 'Crime', 'Thriller']",en,18.396,89,5.857,336,"['Adrianne Palicki', 'Michael Jai White', 'Ty Olsson', 'Pascale Hutton']",Unknown,['s.w.a.t.'],2017,89,5.9
Labor Day,False,['Drama'],en,18.393,111,6.985,1053,"['Kate Winslet', 'Josh Brolin', 'Gattlin Griffith', 'Tobey Maguire']",Unknown,"['based on novel or book', 'country house', 'suspicion', 'loss', 'escaped convict', 'single mother', 'tragic event', 'divorcee', 'teenage boy', 'recluse', 'father figure', 'life changing', 'depressed mom', 'police search', 'mother son relationship']",2013,111,7.0
Overlord,False,"['Horror', 'War', 'Science Fiction']",en,18.39,110,6.7,2679,"['Jovan Adepo', 'Wyatt Russell', 'Pilou Asbæk', 'Mathilde Ollivier']",Unknown,"['france', 'nazi', 'village', 'world war ii', 'normandy, france', 'd-day', 'laboratory', 'explosion', 'behind enemy lines', 'paratrooper', '1940s', 'scientific experiment', 'black soldier']",2018,110,6.7
It Takes Two,False,"['Comedy', 'Family', 'Romance']",en,18.39,101,6.486,833,"['Kirstie Alley', 'Steve Guttenberg', 'Ashley Olsen', 'Mary-Kate Olsen']",Unknown,"['matchmaking', 'orphan', 'identical twin', 'relationship sabotage']",1995,101,6.5
Look Who's Talking,False,"['Comedy', 'Romance']",en,18.386,93,6.267,2182,"['Kirstie Alley', 'John Travolta', 'Bruce Willis', 'Olympia Dukakis']",Unknown,"['baby', 'single parent', 'pregnancy', 'duringcreditsstinger', 'woman director']",1989,93,6.3
Belle's Magical World,False,"['Animation', 'Family']",en,18.378,69,6.16,434,"['Robby Benson', ""Paige O'Hara"", 'David Ogden Stiers', 'Jerry Orbach']",Unknown,"['princess', 'friendship']",1998,69,6.2
Detective Knight: Independence,False,"['Action', 'Crime', 'Thriller']",en,18.377,92,5.4,155,"['Bruce Willis', 'Jack Kilmer', 'Lochlyn Munro', 'Jimmy Jean-Louis']",Unknown,"['terrorism', 'terrorist threat', 'domestic terrorism', 'reign of terror', 'state terrorism', 'war', 'hunter are hunted']",2023,92,5.4
Freaky,False,"['Comedy', 'Horror', 'Thriller']",en,18.376,102,6.57,1487,"['Vince Vaughn', 'Kathryn Newton', ""Celeste O'Connor"", 'Misha Osherovich']",Unknown,"['high school', 'gore', 'murder', 'serial killer', 'chainsaw', 'body-swap', 'high school student', 'dead father', 'stabbed']",2020,102,6.6
"Duck, You Sucker",False,['Western'],it,18.374,157,7.7,986,"['Rod Steiger', 'James Coburn', 'Romolo Valli', 'Maria Monti']",Unknown,"['mexico', 'robbery', 'rape', 'prisoner', 'liberation of prisoners', 'revolution', 'class', 'spaghetti western']",1971,157,7.7
A Wrinkle in Time,False,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']",en,18.371,109,5.091,1737,"['Storm Reid', 'Oprah Winfrey', 'Reese Witherspoon', 'Mindy Kaling']",Unknown,"['based on novel or book', 'child prodigy', 'remake', 'family', 'woman director', 'mixed race']",2018,109,5.1
Get Shorty,False,"['Comedy', 'Thriller', 'Crime']",en,18.369,105,6.5,950,"['John Travolta', 'Gene Hackman', 'Rene Russo', 'Danny DeVito']",Unknown,"['based on novel or book', 'miami, florida', 'gambling', 'gangster', 'money', 'murder', 'travel', 'mobster', 'mafia', 'business', 'debt', 'hollywood', 'drugs', 'producer', 'con']",1995,105,6.5
Overdrive,False,"['Thriller', 'Action', 'Mystery']",en,18.368,93,6.074,883,"['Scott Eastwood', 'Freddie Thorp', 'Ana de Armas', 'Gaia Weiss']",Unknown,[],2017,93,6.1
The Adjustment Bureau,False,"['Science Fiction', 'Thriller', 'Romance']",en,18.368,106,6.746,4295,"['Matt Damon', 'Emily Blunt', 'John Slattery', 'Anthony Mackie']",Unknown,"['hotel', 'future', 'plan', 'dancer', 'hat', 'marriage', 'senator', 'kiss', 'politician', 'honesty', 'alone', 'speech', 'fate', 'foot chase', 'covert agency', 'courthouse', 'political campaign', 'destiny', 'based on short story']",2011,106,6.7
Sin Nombre,False,"['Drama', 'Action', 'Thriller', 'Crime']",es,18.364,96,7.594,638,"['Paulina Gaitán', 'Edgar Flores', 'Kristyan Ferrer', 'Diana García']",Unknown,"['rape', 'street gang', 'river', 'shower', 'child murder', 'freight train', 'illegal immigration', 'kiss', 'honduras', 'travel', 'gang', 'mexican border']",2009,96,7.6
Selena,False,"['Drama', 'Music', 'History']",en,18.364,127,7.7,1165,"['Jennifer Lopez', 'Jackie Guerra', 'Constance Marie', 'Alex Meneses']",Unknown,"['texas', 'biography', 'singer', 'elopement', 'bustier', 'fan club']",1997,127,7.7
Brain on Fire,False,['Drama'],en,18.362,88,7.05,1310,"['Chloë Grace Moretz', 'Thomas Mann', 'Richard Armitage', 'Carrie-Anne Moss']",Unknown,"['new york city', 'strong woman', 'biography', 'based on true story', 'female protagonist', 'hospital', 'doctor', 'writer', 'newspaper reporter', 'catatonia', 'medical drama', 'seizure', 'misdiagnosis', 'human brain']",2017,88,7.0
"The Adventures of Priscilla, Queen of the Desert",False,"['Drama', 'Comedy']",en,18.362,104,7.259,731,"['Hugo Weaving', 'Guy Pearce', 'Terence Stamp', 'Bill Hunter']",Unknown,"['australia', 'van', 'homophobia', 'drag queen', 'musical', 'transsexual', 'lgbt', 'australian aboriginal', 'australian outback', 'alice springs', 'gay theme', 'transgender']",1994,104,7.3
Jexi,False,['Comedy'],en,18.361,84,6.841,1119,"['Adam Devine', 'Alexandra Shipp', 'Rose Byrne', 'Ron Funches']",Unknown,"['artificial intelligence (a.i.)', 'san francisco, california', 'technology', 'romance', 'cell phone']",2019,84,6.8
Emmanuelle in Hong Kong,False,['Drama'],cn,18.361,95,4.4,5,"['Eddie Lam Kim-Fung', 'Crystal Suen Ah-Lei', 'Grace Lam', 'Ami Natsui']",Unknown,[],2003,95,4.4
Women,False,"['Drama', 'Comedy']",fr,18.36,106,4.0,5,"['Marine Delterme', 'Florence Thomassin', 'Amira Casar', 'Vincent Cassel']",Unknown,"['infidelity', 'double life', 'woman director', 'domineering father']",1995,106,4.0
Lone Wolf McQuade,False,"['Action', 'Crime']",en,18.359,107,6.5,324,"['Chuck Norris', 'David Carradine', 'Barbara Carrera', 'Leon Isaac Kennedy']",Unknown,"['martial arts', 'kung fu', 'showdown', 'parent child relationship', 'fbi', 'texas', 'texas ranger', 'wheelchair', 'fistfight', 'gun battle', 'drugs', 'cowboy', 'killing a dog', 'action hero']",1983,107,6.5
Halloween: Resurrection,False,"['Horror', 'Thriller']",en,18.358,94,4.6,1169,"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes', 'Bianca Kajlich']",Unknown,"['sibling relationship', 'innocence', 'sequel', 'serial killer', 'holiday horror']",2002,94,4.6
Gulliver's Travels,False,"['Family', 'Comedy', 'Adventure', 'Fantasy']",en,18.353,85,5.199,2265,"['Jack Black', 'Jason Segel', 'Emily Blunt', 'Amanda Peet']",Unknown,"['princess', 'journalist', 'forbidden love', 'royal court']",2010,85,5.2
Siren,False,['Horror'],en,18.349,82,5.958,250,"['Chase Williamson', 'Justin Welborn', 'Hannah Fierman', 'Michael Aaron Milligan']",Unknown,"['creature feature', 'siren', 'bachelor party']",2016,82,6.0
Spooks: The Greater Good,False,"['Thriller', 'Action']",en,18.349,104,6.006,542,"['Peter Firth', 'Kit Harington', 'Elyes Gabel', 'Jennifer Ehle']",Unknown,"['corruption', 'escape', 'police', 'explosive', 'kidnapping', 'flashback', 'conspiracy', 'terrorism', 'one man army', 'massacre', 'sabotage', 'innocent person killed', 'mi5', 'disobeying orders']",2015,104,6.0
New Golden Lotus III,False,"['Drama', 'Romance']",zh,18.345,0,6.4,8,"['Pal Sinn Lap-man', 'Si Man Yeung']",Unknown,[],1996,102,6.4
The River Wild,False,"['Adventure', 'Thriller', 'Drama']",en,18.344,111,6.4,822,"['Meryl Streep', 'David Strathairn', 'Kevin Bacon', 'John C. Reilly']",Unknown,"['husband wife relationship', 'strong woman', 'marriage crisis', 'boston, massachusetts', 'montana', 'river', 'married couple', 'robber', 'architect', 'matter of life and death', 'dysfunctional family', 'hostage-taking', 'rafting', 'teacher', 'raft', 'family vacation', 'criminal', 'dog', 'park ranger', 'rowing', 'adventurer', 'heist gone wrong', 'gauntlet', 'smoke signal', 'sign languages', 'experience', 'escape attempt', 'whitewater river rafting', 'camping trip', 'father son relationship', 'mother son relationship', 'rapids', 'married parents', 'suspense', 'family in danger', 'heist thriller', 'teacher for the deaf', 'unable to swim', 'gripping']",1994,111,6.4
Road Trip,False,"['Comedy', 'Adventure']",en,18.343,93,6.2,1815,"['Breckin Meyer', 'Seann William Scott', 'Amy Smart', 'Tom Green']",Unknown,"['politics', 'college', 'sexism', 'sperm bank', 'blonde', 'road trip', 'crude humor', 'politically incorrect', 'sorority', 'university', 'cross country', 'stoner', 'sperm donor', 'school bus', 'losing money', 'male virgin', 'dorm room', 'sex comedy', 'sex tape', 'young adult']",2000,93,6.2
