title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year,runtime_for_plot,rounded_averages
Jab Tak Hai Jaan,False,"['Drama', 'Romance']",hi,13.682,176,7.116,238,"['Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sharma', 'Sarika']",Unknown,[],2012,176,7.1
Hurricane Season,False,['Drama'],en,13.682,103,6.75,55,"['Forest Whitaker', 'Taraji P. Henson', 'Bonnie Hunt', 'Isaiah Washington']",Unknown,"['basketball', 'hurricane katrina']",2009,103,6.8
Running Out of Time,False,"['Drama', 'Action', 'Thriller', 'Crime']",cn,13.681,93,7.258,130,"['Lau Ching-wan', 'Andy Lau', 'Yoyo Mung', 'Waise Lee Chi-Hung']",Unknown,"['terminal illness', 'thief', 'revenge', 'murder', 'hong kong']",1999,93,7.3
Taxidermia,False,"['Drama', 'Horror', 'Comedy']",hu,13.68,91,6.603,291,"['Csaba Czene', 'Gergely Trócsányi', 'Marc Bischoff', 'István Gyuricza']",Unknown,"['dark comedy', 'masochism', 'taxidermy', 'vomiting']",2006,91,6.6
Cheyenne Autumn,False,['Western'],en,13.678,154,6.7,124,"['Richard Widmark', 'Carroll Baker', 'Karl Malden', 'Sal Mineo']",Unknown,"['oklahoma', 'native american', 'cavalry', 'cheyenne']",1964,154,6.7
Quigley Down Under,False,['Western'],en,13.677,119,6.6,345,"['Tom Selleck', 'Laura San Giacomo', 'Alan Rickman', 'Chris Haywood']",Unknown,"['chase', 'australian outback', 'australian western']",1990,119,6.6
London Boulevard,False,"['Drama', 'Crime']",en,13.672,103,5.915,683,"['Colin Farrell', 'Keira Knightley', 'David Thewlis', 'Anna Friel']",Unknown,"['loss of loved one', 'gangster', 'paparazzi', 'murdered sister', 'death', 'duringcreditsstinger']",2010,103,5.9
Ride the High Country,False,['Western'],en,13.671,94,7.023,196,"['Randolph Scott', 'Joel McCrea', 'Mariette Hartley', 'Ron Starr']",Unknown,"['runaway', 'lawman\xa0', 'betrayal by friend', 'gun shooting', 'gold shipment', 'aging hero', 'retired lawman', 'hasty marriage', 'shoot out']",1962,94,7.0
Miracle at St. Anna,False,"['Drama', 'War']",en,13.671,160,6.133,347,"['Derek Luke', 'Michael Ealy', 'Laz Alonso', 'Omar Benson Miller']",Unknown,"['black people', 'village', 'world war ii', 'soldier', 'partisan', 'tuscany, italy']",2008,160,6.1
Eye in the Sky,False,"['Drama', 'Thriller', 'War']",en,13.668,102,7.03,1476,"['Helen Mirren', 'Aaron Paul', 'Alan Rickman', 'Barkhad Abdi']",Unknown,"['drone', 'terrorism', 'duringcreditsstinger', 'us military', 'air force base', 'combat drone']",2015,102,7.0
Road House 2: Last Call,False,"['Adventure', 'Action', 'Thriller', 'Crime']",en,13.668,86,5.7,25,"['Johnathon Schaech', 'Ellen Hollman', 'Richard Norton', 'Jake Busey']",Unknown,"['gunfight', 'tough guy', 'school teacher', 'dea agent', 'hero for hire', 'hospital fight', 'car trouble', 'bar brawl']",2006,86,5.7
Animal Factory,False,"['Crime', 'Drama']",en,13.668,94,6.34,210,"['Willem Dafoe', 'Edward Furlong', 'Danny Trejo', 'Mark Boone Junior']",Unknown,"['strike', 'guitar', 'jail guard', 'prison warden', 'survival']",2000,94,6.3
The Burnt Orange Heresy,False,"['Mystery', 'Thriller', 'Crime']",en,13.667,99,5.658,155,"['Claes Bang', 'Elizabeth Debicki', 'Mick Jagger', 'Donald Sutherland']",Unknown,"['con man', 'murder', 'art', 'art critic', 'painter as artist']",2020,99,5.7
The Apartment,False,"['Mystery', 'Drama', 'Romance']",fr,13.667,116,6.716,194,"['Romane Bohringer', 'Vincent Cassel', 'Monica Bellucci', 'Jean-Philippe Écoffey']",Unknown,"['infidelity', 'paris, france', 'obsession', 'flirt', 'fiancé', 'marriage', 'love', 'tokyo, japan', 'cafe', 'voyeur', 'red shoes']",1996,116,6.7
21 Grams,False,"['Drama', 'Crime', 'Thriller']",en,13.667,124,7.339,2948,"['Sean Penn', 'Naomi Watts', 'Danny Huston', 'Carly Nahon']",Unknown,"['life and death', 'rage and hate', 'transplantation', 'faith', 'suicide attempt', 'loss of loved one', 'widow', 'ex-detainee', 'new mexico', 'sadness', 'car crash', 'multiple storylines']",2003,124,7.3
Twins of Evil,False,['Horror'],en,13.664,87,6.658,133,"['Peter Cushing', 'Dennis Price', 'Madeleine Collinson', 'Mary Collinson']",Unknown,"['virgin', 'vampire', 'twin sister', 'witch burning', 'castle', 'satanism', 'puritan', 'bonfire', 'witch hunt', 'sister sister relationship']",1971,87,6.7
Annapolis,False,"['Drama', 'Action']",en,13.664,108,6.803,467,"['James Franco', 'Tyrese Gibson', 'Jordana Brewster', 'Donnie Wahlberg']",Unknown,"['u.s. navy', 'maryland', 'u.s. naval academy']",2006,108,6.8
Space Station 76,False,"['Drama', 'Comedy', 'Science Fiction']",en,13.663,94,4.9,201,"['Matt Bomer', ""Jerry O'Connell"", 'Liv Tyler', 'Marisa Coughlan']",Unknown,"['future', 'asteroid', 'retro', 'space station']",2014,94,4.9
Dead End,False,"['Mystery', 'Horror', 'Thriller']",en,13.663,83,6.37,491,"['Ray Wise', 'Alexandra Holden', 'Lin Shaye', 'Mick Cain']",Unknown,"['baby', 'coma', 'shotgun', 'pregnancy', 'victim', 'forest', 'road trip', 'whiskey', 'grandparents', 'cabin', 'car accident', 'family', 'celebration', 'time freeze\xa0', 'madness', 'destination', 'unfaithful', 'christmas', 'road sign', 'christmas eve']",2003,83,6.4
The Land Before Time VII: The Stone of Cold Fire,False,"['Adventure', 'Animation', 'Drama', 'Family']",en,13.662,75,6.1,261,"['Thomas Dekker', 'Kenneth Mars', 'Miriam Flynn', 'Jeff Bennett']",Unknown,"['family relationships', 'dinosaur']",2000,75,6.1
Adam's Apples,False,"['Drama', 'Comedy', 'Crime']",da,13.66,94,7.5,643,"['Mads Mikkelsen', 'Ulrich Thomsen', 'Paprika Steen', 'Ole Thestrup']",Unknown,"['neo-nazism', 'faith', 'cynic', 'suppressed past', 'pastor', 'lie', 'dark comedy', 'satire', 'parish', 'god', 'religion', 'church', 'alcoholic', 'apple', 'religious humour']",2005,94,7.5
The House of the Devil,False,['Horror'],en,13.658,95,6.28,692,"['Jocelin Donahue', 'Tom Noonan', 'Mary Woronov', 'Greta Gerwig']",Unknown,"['ritual', 'pentagram', 'cult', 'pizza', 'pay phone', 'human sacrifice', 'eclipse', 'witchcraft', 'occult', 'ceremony', 'satanic ritual', '1980s', 'gravestone']",2009,95,6.3
Modest Heroes,False,"['Animation', 'Fantasy', 'Adventure', 'Drama']",ja,13.657,54,6.598,153,"['Min Tanaka', 'Kentaro Sakaguchi', 'Joe Odagiri', 'Fumino Kimura']",Unknown,"['anthology', 'anime']",2018,54,6.6
The Boy Who Cried Werewolf,False,"['Family', 'Fantasy', 'TV Movie', 'Comedy']",en,13.655,97,6.448,281,"['Victoria Justice', 'Chase Ellison', ""Brooke D'Orsay"", 'Matt Winston']",Unknown,"['teen movie', 'werewolf', 'family', 'romania', 'secret', 'teenager', 'tv movie']",2010,97,6.4
Out of the Darkness,False,"['Drama', 'War']",da,13.654,154,7.2,14,"['Jesper Christensen', 'Bodil Jørgensen', 'Mads Reuther', 'Gustav Dyekjær Giese']",Unknown,"['resistance', 'world war ii', 'freedom fighter']",2022,154,7.2
Tully,False,"['Comedy', 'Drama']",en,13.653,96,6.792,1354,"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston', 'Mark Duplass']",Unknown,"['new york city', 'baby', 'husband wife relationship', 'parent child relationship', 'pregnancy', 'autism', 'bisexuality', 'nanny', 'motherhood', 'postpartum depression']",2018,96,6.8
Another 48 Hrs.,False,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",en,13.653,95,5.981,796,"['Eddie Murphy', 'Nick Nolte', 'Brion James', 'Kevin Tighe']",Unknown,"['prison', 'drug dealer', 'san francisco, california', 'gas station', 'investigation', 'betrayal', 'shootout', 'motorcycle', 'convict', 'buddy cop', 'tough cop', 'blast']",1990,95,6.0
Sahara,False,"['Adventure', 'Animation', 'Comedy', 'Family']",fr,13.652,86,5.9,268,"['Omar Sy', 'Louane Emera', 'Franck Gastambide', 'Vincent Lacoste']",Unknown,"['sahara desert', 'anthropomorphism', 'prejudice', 'desert', 'scorpion', 'cobra', 'cartoon snake']",2017,86,5.9
Wicked Little Things,False,"['Fantasy', 'Horror']",en,13.65,94,5.697,241,"['Lori Heuring', 'Scout Taylor-Compton', 'Chloë Grace Moretz', 'Geoffrey Lewis']",Unknown,"['gallery', 'loss of loved one', 'mining accident', 'zombie']",2006,94,5.7
Never So Few,False,['War'],en,13.649,125,5.362,58,"['Frank Sinatra', 'Gina Lollobrigida', 'Charles Bronson', 'Steve McQueen']",Unknown,"['world war ii', 'burma']",1959,125,5.4
My Darling Clementine,False,"['Western', 'Romance', 'Drama']",en,13.646,97,7.5,388,"['Henry Fonda', 'Linda Darnell', 'Victor Mature', 'Cathy Downs']",Unknown,"['gunslinger', 'saloon', 'marshal', 'arizona', 'rifle', 'wyatt earp', 'doc holliday', 'revenge', 'double barreled shotgun', 'tombstone arizona', 'death of girlfriend', '19th century', 'ok corral']",1946,97,7.5
Quadrophenia,False,"['Drama', 'Music']",en,13.645,121,7.08,232,"['Phil Daniels', 'Leslie Ash', 'Phil Davis', 'Mark Wingett']",Unknown,"['london, england', 'england', 'woodstock, new york', 'music festival', 'mods', 'rocker', 'coming of age', 'brighton, england, uk', 'motorcycle', '1960s']",1979,121,7.1
Beyond Borders,False,"['Drama', 'Romance', 'Adventure', 'War']",en,13.644,127,6.447,385,"['Angelina Jolie', 'Clive Owen', 'Teri Polo', 'Linus Roache']",Unknown,"['london, england', 'cia', 'cambodia', ""love of one's life"", 'landmine', 'ethiopia', 'chechnya', 'foreign aid']",2003,127,6.4
Waxwork,False,"['Horror', 'Comedy']",en,13.641,97,6.072,264,"['Zach Galligan', 'Deborah Foreman', 'Michelle Johnson', 'David Warner']",Unknown,"['vampire', 'voodoo', 'transformation', 'wheelchair', 'haunted house', 'mythical creature', 'wax museum', 'werewolf', 'occult', 'invisible barrier', 'silver bullet', 'wax figure', 'building on fire']",1988,97,6.1
Blow Out,False,"['Thriller', 'Mystery', 'Crime']",en,13.641,108,7.348,1300,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz']",Unknown,"['philadelphia, pennsylvania', 'hitman', 'presidential election', 'politics', 'audio tape', 'paranoia', 'faithlessness', 'yell', 'conspiracy', 'tape recorder', 'whodunit', 'car accident', 'audio recording', 'sound effect', 'neo-noir', 'noise']",1981,108,7.3
Village of the Damned,False,"['Thriller', 'Horror', 'Science Fiction']",en,13.64,99,6.073,764,"['Christopher Reeve', 'Kirstie Alley', 'Linda Kozlowski', 'Michael Paré']",Unknown,"['pregnancy', 'village', 'alien life-form', 'alien', 'bewusstlosigkeit', 'doppelgänger']",1995,99,6.1
Rubber,False,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",en,13.639,82,5.919,938,"['Thomas F. Duffy', 'David Bowe', 'Stephen Spinella', 'Roxane Mesquida']",Unknown,"['exploding building', 'desert', 'tire']",2010,82,5.9
The Moment You Fall in Love,False,"['Drama', 'Animation', 'Romance', 'Comedy']",ja,13.638,63,7.6,128,"['Tsubasa Yonaga', 'Natsuki Hanae', 'Momo Asakura', 'Aki Toyosaki']",Unknown,"['based on novel or book', 'sequel', 'school', 'anime']",2016,63,7.6
A Bay of Blood,False,"['Horror', 'Thriller']",it,13.637,85,6.623,341,"['Claudine Auger', 'Luigi Pistilli', 'Claudio Camaso', 'Anna Maria Rosati']",Unknown,"['suicide', 'psychopath', 'mass murder', 'wheelchair', 'gore', 'murder', 'squid', 'serial killer', 'slasher', 'skinny dipping', 'maniac', 'axe murder', 'video nasty', 'proto-slasher', 'ax', 'giallo']",1971,85,6.6
Angel's Egg,False,"['Animation', 'Fantasy', 'Mystery']",ja,13.636,71,7.724,371,"['Keiichi Noda', 'Mako Hyodo', 'Jinpachi Nezu']",Unknown,"['gothic', 'adult animation', 'fossil', 'anime']",1985,71,7.7
Caché,False,"['Mystery', 'Drama', 'Thriller']",fr,13.636,117,7.042,1008,"['Daniel Auteuil', 'Juliette Binoche', 'Annie Girardot', 'Bernard Le Coq']",Unknown,"['dream', 'paris, france', 'upper class', 'suppressed past', 'paranoia', 'anonymous letter', 'confidence', 'menace', 'lie', 'algerian', 'intellectual', 'hidden camera', 'family relationships', 'flashback', 'writer', 'conscience', 'guilt', 'threat', 'videotape', 'publisher', 'phone call', 'neo-noir', 'apartment']",2005,117,7.0
Doctor Strange,False,"['Action', 'Animation', 'Fantasy', 'Science Fiction']",en,13.635,76,6.803,301,"['Bryce Johnson', 'Paul Nakauchi', 'Kevin Michael Richardson', 'Michael Yama']",Unknown,"['mystic', 'cartoon', 'tibet', 'based on comic']",2007,76,6.8
Nocebo,False,"['Mystery', 'Thriller', 'Horror']",en,13.634,96,6.2,118,"['Eva Green', 'Chai Fonacier', 'Mark Strong', 'Billie Gadsdon']",Unknown,[],2022,96,6.2
War,False,"['Action', 'Thriller', 'Adventure']",hi,13.634,152,6.444,250,"['Hrithik Roshan', 'Tiger Shroff', 'Ashutosh Rana', 'Anupriya Goenka']",Unknown,"['friendship', 'chase', 'gun', 'italy', 'portugal', 'spy', 'traitor', 'two man army', 'karate', 'love', 'betrayal', 'shootout', 'one man army', 'explosion', 'india', 'motorcycle', 'one against many', 'mentor protégé relationship', 'motorcycle chase', 'new delhi india', 'yrf spy universe']",2019,152,6.4
Into the Sun,False,"['Action', 'Thriller']",en,13.634,97,4.4,134,"['Steven Seagal', 'Matthew Davis', 'Takao Osawa', 'William Atherton']",Unknown,"['martial arts', 'cia', 'fight', 'sword', 'gangster', 'fbi', 'yakuza', 'katana', 'blood splatter', 'strip club', 'sword fight', 'revenge', 'fate', 'broken neck', 'gunfight', 'one man army', 'combat', 'action hero', 'fbi agent']",2005,97,4.4
Sandwich,False,['Drama'],tl,13.633,92,6.0,1,"['Kat Dovey', 'Luke Selby', 'Nico Locco', 'Andrea Garcia']",Unknown,"['pandemic', 'covid-19']",2023,92,6.0
Deliver Us from Evil,False,"['Crime', 'Action', 'Drama']",ko,13.633,108,6.853,177,"['Hwang Jung-min', 'Lee Jung-jae', 'Park Jeong-min', 'Choi Hee-seo']",Unknown,"['yakuza', 'bangkok, thailand', 'thailand', 'revenge', 'tokyo, japan', 'hard boiled', 'incheon', 'zainichi', 'transgender']",2020,108,6.9
Brubaker,False,"['Crime', 'Drama']",en,13.633,125,7.039,431,"['Robert Redford', 'Yaphet Kotto', 'Jane Alexander', 'Murray Hamilton']",Unknown,"['prison', 'undercover', 'liberation of prisoners', 'arkansas', 'prison warden', 'based on true story', 'prison brutality', 'abuse', '1960s', 'prison farm', 'prisoner abuse']",1980,125,7.0
Fool's Paradise,False,['Comedy'],en,13.632,99,4.644,52,"['Charlie Day', 'Ken Jeong', 'Kate Beckinsale', 'Adrien Brody']",Unknown,[],2023,99,4.6
Cut and Run,False,"['Adventure', 'Horror', 'Thriller']",it,13.632,90,5.655,55,"['Lisa Blount', 'Leonard Mann', 'Richard Lynch', 'Willie Aames']",Unknown,"['prostitute', 'rape', 'miami, florida', 'cocaine', 'strip club', 'murder', 'jungle', 'reporter', 'drugs']",1985,90,5.7
13 Cameras,False,"['Horror', 'Crime', 'Thriller']",en,13.631,87,4.972,142,"['PJ McCabe', 'Sean Carrigan', 'Sarah Baldwin', 'Neville Archambault']",Unknown,"['video surveillance', 'bad landlord']",2016,87,5.0
Down Periscope,False,['Comedy'],en,13.631,92,6.283,410,"['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton']",Unknown,"['mutiny', 'submarine', 'u.s. navy', 'misfit', 'maverick', 'hijinks', 'nemesis', 'navy lieutenant', 'comradeship', 'nuclear submarine', 'navy officer', 'comedy of errors', 'navy admiral', 'band of misfits', 'war games', 'naval command']",1996,92,6.3
Kizumonogatari Part 2: Nekketsu,False,"['Animation', 'Fantasy', 'Mystery']",ja,13.63,64,8.068,176,"['Hiroshi Kamiya', 'Yui Horie', 'Maaya Sakamoto', 'Takahiro Sakurai']",Unknown,"['based on novel or book', 'vampire', 'anime', 'monogatari']",2016,64,8.1
A Minute’s Silence,False,"['Drama', 'Romance', 'TV Movie']",de,13.629,89,5.6,15,"['Julia Koschitz', 'Jonas Nay', 'Uwe Preuss', 'Thure Lindhardt']",Unknown,['beach'],2016,89,5.6
Serendipity,False,"['Comedy', 'Romance', 'Drama']",en,13.629,90,6.9,1799,"['John Cusack', 'Kate Beckinsale', 'Jeremy Piven', 'Bridget Moynahan']",Unknown,"['new love', 'soulmates', 'dollar', 'fate', 'destiny', 'serendipity']",2001,90,6.9
The Cotton Club,False,"['Crime', 'Drama']",en,13.629,127,6.539,370,"['Richard Gere', 'Gregory Hines', 'Diane Lane', 'Lonette McKee']",Unknown,"['jazz', 'gang war', 'nightclub', 'jazz singer or musician', 'musical', 'jazz club', 'mafia', 'song and dance', 'mob boss', 'harlem, new york city', 'trumpet player', '1920s', '1930s', 'mob', 'hot jazz', 'race relations', 'prohibition', 'tap dancer']",1984,127,6.5
Look Who's Talking Too,False,"['Romance', 'Comedy']",en,13.626,81,5.481,1312,"['Kirstie Alley', 'John Travolta', 'Bruce Willis', 'Roseanne Barr']",Unknown,"['baby', 'sibling relationship', 'pregnancy', 'family', 'woman director']",1990,81,5.5
Phenomenon,False,"['Drama', 'Romance', 'Science Fiction', 'Fantasy']",en,13.625,123,6.4,1074,"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker', 'Robert Duvall']",Unknown,"['brain tumor', 'genius', 'terminal illness', 'telekinesis', 'doctor', 'psionic power']",1996,123,6.4
Boarding House 2,False,['Romance'],ko,13.624,92,7.333,3,"['Jeong Neom-chyeo', 'Eun Ha', 'Ryoo Hyeon-ah', 'Kim Do-hee']",Unknown,['softcore'],2016,92,7.3
Choose or Die,False,"['Horror', 'Thriller', 'Science Fiction']",en,13.621,85,5.352,714,"['Iola Evans', 'Asa Butterfield', 'Robert Englund', 'Angela Griffin']",Unknown,"['computer', 'video game', 'prize', 'tech noir', 'quest', '1980s', 'cursed']",2022,85,5.4
Winchester,False,"['Horror', 'Thriller']",en,13.621,100,5.902,1658,"['Jason Clarke', 'Helen Mirren', 'Sarah Snook', ""Finn Scicluna-O'Prey""]",Unknown,"['drug addiction', 'haunted house', 'earthquake', 'based on true story', 'rifle', 'architecture', 'doctor', 'ghost', 'fictional biography', 'san jose, california']",2018,100,5.9
Youthful Older Sister,False,['Romance'],ko,13.619,90,8.25,4,"['Seo Won-I', 'Min Do-yoon', 'Shin Joon-hyun', 'Ha Jin']",Unknown,['softcore'],2018,90,8.2
Bad Guy,False,"['Drama', 'Thriller', 'Romance']",ko,13.619,103,6.591,236,"['Cho Jae-hyun', 'Seo Won', 'Choi Deok-moon', 'Choi Yoon-young']",Unknown,"['eroticism', 'prostitution']",2001,103,6.6
Baby Boy,False,"['Crime', 'Drama', 'Romance', 'Thriller']",en,13.618,130,7.17,283,"['Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding', 'Ving Rhames']",Unknown,"['bootlegger', 'single parent', 'intolerance', 'fistfight', 'condom', 'stepfather', 'womanizer', 'thief', 'domestic violence', 'gunfight', 'los angeles, california', 'physical abuse', 'ex-con', 'selfishness', 'passive aggression', 'fatherhood', 'convicted felon', 'south central los angeles']",2001,130,7.2
The Seven Year Itch,False,"['Comedy', 'Romance']",en,13.618,104,7.075,831,"['Marilyn Monroe', 'Tom Ewell', 'Evelyn Keyes', 'Sonny Tufts']",Unknown,"['adultery', 'husband wife relationship', 'subway', 'married couple', 'marriage contract', 'neighbor', 'writer']",1955,104,7.1
Dream,False,"['Comedy', 'Drama']",ko,13.617,125,7.0,82,"['Park Seo-jun', 'IU', 'Kim Jong-soo', 'Ko Chang-seok']",Unknown,"['sports', 'controversy', 'based on true story', 'football (soccer)', 'homeless', 'football (soccer) team', 'chasing a dream', 'leadership']",2023,125,7.0
The Whole Truth,False,"['Drama', 'Thriller']",en,13.617,93,6.456,1055,"['Keanu Reeves', 'Renée Zellweger', 'Gugu Mbatha-Raw', 'Gabriel Basso']",Unknown,"['murder', 'lawyer', 'woman director', 'patricide', 'legal thriller']",2016,93,6.5
A Christmas Story,False,"['Comedy', 'Family']",en,13.616,93,7.262,1163,"['Peter Billingsley', 'Melinda Dillon', 'Darren McGavin', 'Jean Shepherd']",Unknown,"['holiday', 'nostalgia', 'young boy', 'snow', 'chinese restaurant', 'tongue', 'christmas tree dealer', 'mall santa', 'christmas', '1940s']",1983,93,7.3
Creep,False,['Horror'],en,13.613,82,6.369,1319,"['Mark Duplass', 'Katie Aselton']",Unknown,"['psychopath', 'bath', 'mountain', 'stalker', 'woods', 'dying man', 'murder', 'serial killer', 'cabin', 'axe murder', 'found footage', 'video tape', 'animal mask', 'ax', 'two-hander']",2014,82,6.4
New Folder 2,False,['Drama'],ko,13.612,88,4.4,4,"['Yoon Sul-hee', 'Lee Doo-yeon', 'Kim Soo-ji', 'Amy']",Unknown,['softcore'],2015,88,4.4
Mothers and Daughters,False,['Drama'],en,13.611,90,5.346,114,"['Selma Blair', 'Christina Ricci', 'Courteney Cox', 'Susan Sarandon']",Unknown,"['daughter', 'mother', 'photographer', 'holiday', 'anthology', ""mother's day""]",2016,90,5.3
The Comedy of Terrors,False,"['Comedy', 'Horror']",en,13.611,84,6.5,131,"['Vincent Price', 'Peter Lorre', 'Boris Karloff', 'Joyce Jameson']",Unknown,"['funeral', 'cat', 'poison', 'coffin', 'undertaker', 'new england', 'troubled marriage', '19th century']",1964,84,6.5
The Secret of NIMH 2: Timmy to the Rescue,False,"['Animation', 'Family']",en,13.611,66,4.6,69,"['Ralph Macchio', 'Eric Idle', 'Hynden Walch', 'Harvey Korman']",Unknown,"['mouse', 'crow', 'mad scientist', 'cage', 'scientist', 'cat and mouse', 'angry mob', 'sword duel']",1998,66,4.6
Born to Race: Fast Track,False,['Action'],en,13.61,94,6.565,92,"['Beau Mirchoff', 'Brett Davern', 'Bill Sage', 'Sharon Lawrence']",Unknown,[],2014,94,6.6
Wedding Unplanned,False,"['Romance', 'Comedy']",fr,13.609,94,6.1,450,"['Reem Kherici', 'Nicolas Duvauchelle', 'Julia Piaton', 'Sylvie Testud']",Unknown,[],2017,94,6.1
Safer at Home,False,"['Thriller', 'Horror', 'Crime', 'Drama']",en,13.608,82,5.395,138,"['Jocelyn Hudon', 'Emma Lahana', 'Alisa Allapach', 'Adwin Brown']",Unknown,"['drinking', 'found footage', 'online chat', 'lockdown', 'pandemic', 'covid-19', 'video chat']",2021,82,5.4
The Visitors II: The Corridors of Time,False,"['Comedy', 'Fantasy']",fr,13.608,118,6.033,942,"['Christian Clavier', 'Jean Reno', 'Muriel Robin', 'Marie-Anne Chazel']",Unknown,"['time travel', 'french revolution', 'knight', 'wedding', 'demon', 'middle ages (476-1453)']",1998,118,6.0
Beasts Clawing at Straws,False,"['Mystery', 'Thriller', 'Crime', 'Drama']",ko,13.605,108,7.191,225,"['Jeon Do-yeon', 'Jung Woo-sung', 'Bae Sung-woo', 'Youn Yuh-jung']",Unknown,"['based on novel or book', 'money', 'bag of money', 'loan shark']",2020,108,7.2
Psycho,False,"['Mystery', 'Thriller', 'Horror']",en,13.605,105,5.124,926,"['Vince Vaughn', 'Anne Heche', 'Julianne Moore', 'Viggo Mortensen']",Unknown,"['motel', 'stolen money', 'murder', 'psychosis', 'psycho']",1998,105,5.1
Underclassman,False,"['Comedy', 'Action']",en,13.603,95,5.057,79,"['Nick Cannon', 'Roselyn Sánchez', 'Shawn Ashmore', 'Kelly Hu']",Unknown,"['high school', 'police', 'undercover cop']",2005,95,5.1
Swiss Army Man,False,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",en,13.602,97,6.9,3333,"['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead', 'Antonia Ribero']",Unknown,"['beach', 'friends', 'survival', 'dead body', 'corpse', 'deserted island', 'buddy comedy', 'fart']",2016,97,6.9
Barbie: A Perfect Christmas,False,"['Animation', 'Family']",en,13.602,74,6.653,288,"['Diana Kaarina', 'Jennifer Waris', 'Rachel Harrison', 'Nevada Brandt']",Unknown,"['based on toy', 'christmas']",2011,74,6.7
Hotel Mumbai,False,"['Thriller', 'History', 'Drama', 'Action']",en,13.599,123,7.547,1416,"['Dev Patel', 'Armie Hammer', 'Nazanin Boniadi', 'Tilda Cobham-Hervey']",Unknown,"['husband wife relationship', 'mumbai (bombay), india', 'based on true story', 'india', 'struggle for survival', 'religious fundamentalism', 'terrorist attack', 'luxury hotel', '2000s', 'islamic terrorism']",2019,123,7.5
Nights in Rodanthe,False,"['Drama', 'Romance']",en,13.598,97,6.252,564,"['Diane Lane', 'Richard Gere', 'Christopher Meloni', 'Viola Davis']",Unknown,"['beach', 'based on novel or book', 'marriage crisis', 'north carolina', 'romance', 'inn', ""valentine's day"", 'middle age']",2008,97,6.3
Point of No Return,False,"['Action', 'Crime', 'Thriller']",en,13.598,108,6.225,652,"['Bridget Fonda', 'Gabriel Byrne', 'Dermot Mulroney', 'Miguel Ferrer']",Unknown,"['death penalty', 'assassin', 'washington dc, usa', 'new orleans, louisiana', 'doomed man', 'lethal injection', 'secret agent', 'remake']",1993,108,6.2
One Missed Call,False,"['Horror', 'Mystery', 'Thriller']",en,13.597,87,5.414,724,"['Shannyn Sossamon', 'Edward Burns', 'Ana Claudia Talancón', 'Ray Wise']",Unknown,"['dying and death', 'friendship', 'police', 'candy', 'loss of loved one', 'answering machine', 'delusion', 'victim', 'sms', 'asthma', 'remake', 'cowardliness', 'train']",2008,87,5.4
Watership Down,False,"['Adventure', 'Animation', 'Drama']",en,13.596,88,7.173,576,"['John Hurt', 'Richard Briers', 'Michael Graham Cox', 'John Bennett']",Unknown,"['based on novel or book', 'gore', 'trap', 'anthropomorphism', 'seagull', ""based on children's book"", 'rabbit', 'runt', 'river crossing', 'adult animation', 'journey', 'myth', 'berkshire']",1978,88,7.2
Yesterday,False,"['Comedy', 'Fantasy', 'Music', 'Romance']",en,13.595,116,6.71,3694,"['Himesh Patel', 'Lily James', 'Sophia di Martino', 'Ellise Chappell']",Unknown,"['musician', 'record collection', 'pop singer', 'liverpool, england', 'music festival', 'alternate reality', 'united kingdom', 'rock concert', 'moral dilemma']",2019,116,6.7
L.O.L. Surprise! The Movie,False,"['Animation', 'Family']",en,13.594,47,6.861,133,"['Ayla Rae Neal', 'Sonya Krueger', 'Ashley Angione', 'Tickwanya Jones']",Unknown,[],2021,47,6.9
Life Like,False,"['Thriller', 'Science Fiction']",en,13.589,95,6.239,213,"['Drew Van Acker', 'Addison Timlin', ""James D'Arcy"", 'Steven Strait']",Unknown,"['android', 'man woman relationship', 'robot', 'threesome', 'lgbt', 'humanity', 'gay theme']",2019,95,6.2
God Forgives... I Don't!,False,['Western'],it,13.589,113,6.634,231,"['Terence Hill', 'Bud Spencer', 'Frank Wolff', 'Gina Rovere']",Unknown,"['fire', 'gun', 'gang', 'torture', 'hijack', 'loot', 'mule']",1967,113,6.6
Nurse 3-D,False,"['Horror', 'Thriller']",en,13.588,84,5.244,425,"['Paz de la Huerta', 'Katrina Bowden', 'Judd Nelson', 'Corbin Bleu']",Unknown,"['nurse', 'dark comedy', 'sexual murder', 'revenge', 'lesbian relationship', 'sexploitation', 'hospital']",2013,84,5.2
Um Dia Cinco Estrelas,False,['Comedy'],pt,13.586,90,4.375,4,"['Estevam Nabote', 'Aline Campos', 'Nany People', 'Danielle Winits']",Unknown,[],2023,90,4.4
